251124,sorolla,100,100,0.99,0.1082,#3F0000,#BF7F3F,#7F3F00,#FFBF7F,#000000,#3F3F00,#7F3F3F,#FFBF3F,#BF3F00,#BFBF3F
251108,sorolla,100,100,0.99,0.87611,#7F3F3F,#BFBF7F,#BF7F7F,#BFBFBF,#3F3F00,#BF7F3F,#7F7F7F,#003F00,#7F3F3F,#7F7F3F
9223372032559865553,sorolla,100,100,0.99,0.13009,#BFBFBF,#3F3F3F,#000000,#7F7F3F,#FFFFFF,#7FBFBF,#7F7F7F,#BFBF7F,#3F3F3F,#BFBFFF
251106,sorolla,100,100,0.99,0.02,#3F3F00,#BFBF7F,#3F3F00,#FFFFBF,#7F3F00,#3F0000,#BF7F3F,#7F7F3F,#FFFFFF,#FFBF7F
251163,sorolla,100,100,0.99,0.25581,#BF7F3F,#3F3F00,#FFFFFF,#7F7F3F,#BFBFBF,#000000,#7F3F00,#3F3F3F,#7F7F7F,#BFBF7F
251145,sorolla,100,100,0.99,0.66,#BF7F7F,#7F3F00,#FFFFFF,#BF7F3F,#BFBF7F,#7F3F3F,#7F3F00,#FFBF7F,#000000,#BF3F3F
251207,sorolla,100,100,0.99,0.03732,#FFBF7F,#000000,#7F7F3F,#BF7F3F,#3F3F00,#BFBF3F,#BFBF7F,#7F3F00,#FFFFBF,#3F3F00
251215,sorolla,100,100,0.99,4.71429,#FFFFFF,#3F3F3F,#7F7F7F,#003F3F,#BFBFBF,#7F7F3F,#3F3F3F,#3F7F3F,#BFBF7F,#BF7F7F
251314,sorolla,100,100,0.99,0.07838,#3F3F3F,#BFBF7F,#003F00,#FFFFBF,#3F3F3F,#BFBFBF,#7F7F3F,#FFFFFF,#003F00,#7F7F7F
251080,sorolla,100,100,0.99,0.36531,#BF7F7F,#7F3F3F,#7F7F3F,#3F0000,#BF7F3F,#BFBF7F,#7F3F3F,#3F3F3F,#3F3F00,#FFBF7F
