185986,mondrian,50,50,1.96,1.68966,#FFFFFF,#3F3F3F,#BFBFBF,#3F3F00,#3F3F00,#BFBFFF,#BF3F3F,#3F3FBF,#003F00,#FFBFFF
186047,mondrian,50,50,1.96,0.06516,#3F003F,#FFBFFF,#3F3F00,#3F3F3F,#FFFFFF,#3F3F3F,#BFBFBF,#3F3FBF,#3F003F,#3F3F3F
186067,mondrian,50,50,1.96,0.15655,#003F3F,#BFBFFF,#3F3F3F,#FFFFFF,#3F003F,#3FBFFF,#3F3F3F,#3F3F3F,#BF3F3F,#FFBFBF
185981,mondrian,50,50,1.96,2.33333,#BF3F00,#BF3F3F,#BFBF3F,#3F3F00,#3F3F3F,#FFBF3F,#FFFFFF,#3F0000,#BFBFBF,#FF3F00
186020,mondrian,50,50,1.96,0.0625,#3F003F,#BFBF3F,#3F3F3F,#FFFFBF,#BF3F3F,#3F3F3F,#3F0000,#FFBF3F,#FFFFFF,#BF3F00
186058,mondrian,50,50,2.0,25.0,#3F3F7F,#FFFFFF,#BF3F3F,#3F3F00,#BF7FBF,#FFBFBF,#BF3F00,#FFBFFF,#FF3F3F,#3F3FBF
186071,mondrian,50,50,1.96,0.79032,#BF3F00,#BF3F3F,#FFBF3F,#BF3F00,#3F0000,#BFBF3F,#3F3F3F,#FF3F00,#3F3F00,#FFBFBF
186022,mondrian,50,50,1.96,0.23786,#BFBFBF,#3F3F00,#FFFFFF,#3F3F3F,#3F3F3F,#BF3F3F,#FFFFBF,#BFBF3F,#3F3F3F,#BF3F3F
186009,mondrian,50,50,1.96,0.05684,#3F0000,#3F3F3F,#3FBFBF,#3F003F,#3F3FBF,#3F003F,#3F3F3F,#BFBFBF,#003F3F,#3F3F00
186062,mondrian,50,50,1.96,0.18702,#FFBF3F,#3F0000,#BF3F3F,#BF003F,#003F3F,#FF3F00,#FFBF3F,#3F3F3F,#BF3F3F,#BFBF00
186061,mondrian,50,50,1.96,0.31013,#3F3F3F,#3F3F00,#BF3F3F,#BFBF3F,#BF3F3F,#00003F,#3F3F3F,#FF3F3F,#FFBF3F,#BF0000
185983,mondrian,50,50,1.96,0.13536,#000000,#3F3F3F,#FFBFFF,#3F3F00,#FFFFFF,#BFBFBF,#3F3F00,#3F003F,#00003F,#BF3F3F
186015,mondrian,50,50,1.96,0.15756,#003F3F,#FFFFFF,#BFBF3F,#3F3F3F,#3F3F3F,#BFBFBF,#3F003F,#BF3F3F,#BFFFFF,#BFFFBF
186038,mondrian,50,50,1.96,0.20851,#3F3FBF,#3F3F00,#003F3F,#3FBFBF,#3F3F3F,#00003F,#BFBFBF,#BFBF3F,#3F0000,#3FBF3F
186035,mondrian,50,50,1.96,0.0359,#BFBFBF,#003F00,#7F3F3F,#FFFFBF,#3F3F00,#FFBFBF,#BFBF3F,#FFFFFF,#003F00,#BFBFFF
186002,mondrian,50,50,1.96,0.0738,#3F3F00,#003FBF,#3F3FBF,#BFBFBF,#3F0000,#BF3F7F,#3F3F3F,#003F3F,#FFBFFF,#007FFF
185996,mondrian,50,50,1.96,0.10166,#BFFFFF,#3F0000,#FFBF3F,#FFFFBF,#3F3F00,#BF3F00,#000000,#BF3F3F,#3F3F3F,#7FBFFF
186019,mondrian,50,50,1.96,0.24257,#FFFFBF,#BF3F00,#000000,#BFBF3F,#BF3F3F,#3F3F00,#FFFFFF,#FFBFBF,#3F0000,#BFBFBF
186016,mondrian,50,50,1.96,1.13953,#3F3F3F,#FFFFFF,#FFBFBF,#BF3F3F,#BFBF3F,#3F3F00,#BFBFBF,#000000,#FFFFBF,#FFBF3F
186033,mondrian,50,50,1.96,0.09899,#BFBF7F,#3F3F00,#FFFFBF,#FFFFFF,#3F3F00,#FFBF3F,#BF3F3F,#FFBFBF,#BF3F00,#3F3F00
186048,mondrian,50,50,1.96,0.11086,#BF7F3F,#FFFFBF,#3F0000,#BFBF3F,#3F3F3F,#FFFF3F,#3F3F00,#FFBF3F,#BF3F3F,#3F3F3F
186006,mondrian,50,50,1.96,16.33333,#FFBF3F,#BF3F00,#BFBF3F,#FFFFBF,#3F3F00,#BFBF00,#FFFF3F,#FFBF00,#3F0000,#FFBFBF
186069,mondrian,50,50,1.96,0.05158,#000000,#BFBFBF,#3F3F3F,#FFFFFF,#3F0000,#3F003F,#BF3F3F,#FFFFBF,#BFBF3F,#3F3F00
186037,mondrian,50,50,1.96,0.11639,#3F3F00,#FFFFFF,#BFBFBF,#3F3F00,#003F3F,#3F3F3F,#BFBFFF,#FFFFBF,#BFFFFF,#3F3F00
186000,mondrian,50,50,1.96,0.13462,#3F3F00,#FFBF00,#3F0000,#BFBF3F,#3F3F3F,#BF3F00,#BFBF3F,#FFFFBF,#3F3F00,#3F3F3F
186011,mondrian,50,50,1.96,49.0,#FFBFBF,#3F3F3F,#BFBFBF,#FFFFBF,#BFBF3F,#3F3F3F,#FFFFFF,#BF3F3F,#3F0000,#000000
186040,mondrian,50,50,1.96,0.17949,#00003F,#BFBF3F,#3F3F3F,#BFBFBF,#3F003F,#3F3F3F,#BF3F3F,#FFFFBF,#FFBF3F,#BF3F00
186014,mondrian,50,50,1.96,0.30625,#003F00,#FFBFBF,#BF3F3F,#FFFFBF,#3F3F3F,#BFBF3F,#BFBFBF,#BF3F00,#3F0000,#3F3F3F
186018,mondrian,50,50,1.96,0.0738,#3F3F00,#FFBFBF,#3F003F,#BF3F3F,#3F3F3F,#BFBF3F,#BFBFBF,#FFFFBF,#BF3F3F,#3F3F3F
186021,mondrian,50,50,1.96,0.12596,#003F3F,#BFBFBF,#FFFFFF,#00003F,#BFFFFF,#3FBFBF,#3F3F3F,#7FBF3F,#BFFFBF,#FFFFBF
185972,mondrian,50,50,1.96,0.27072,#3F003F,#BFBFBF,#3F3F3F,#BF3F3F,#FFBFBF,#003F3F,#FFBF3F,#BFBF3F,#3F003F,#3F3F3F
185984,mondrian,50,50,1.96,0.64474,#3F003F,#FFBF00,#BFBF3F,#BF0000,#BF3F00,#7FBFBF,#FF0000,#3F3F00,#FFBF3F,#FF3F00
186034,mondrian,50,50,1.96,0.09351,#3F003F,#FFBF3F,#BF3F3F,#3F3F3F,#FFFFBF,#BFBF3F,#3F3F3F,#BF3F3F,#3F3F3F,#FFBFBF
186059,mondrian,50,50,1.96,0.46226,#FFBFBF,#3F3F3F,#BF3F3F,#FFFFFF,#003F00,#3F3F3F,#FFBF3F,#FFFFBF,#BFBF3F,#BF3F00
185995,mondrian,50,50,1.96,0.03804,#BFBF3F,#3F3F3F,#FFFF3F,#3F0000,#FFFFBF,#BFBF3F,#FFBF3F,#3F3F00,#BF3F00,#BF3F3F
186039,mondrian,50,50,1.96,0.12159,#BFBF3F,#3F3F3F,#003F3F,#3F3F3F,#BF3F3F,#BF3F3F,#3F003F,#BFBF00,#003F00,#003F3F
185980,mondrian,50,50,1.96,0.20502,#FFFFFF,#3F3F3F,#BFBF3F,#3F0000,#BF3F3F,#FFBFBF,#FFBF3F,#7F0000,#BFBFBF,#3F3F00
186017,mondrian,50,50,1.96,0.34752,#3FBFBF,#BFBFBF,#3F3F3F,#FFFFFF,#3F3FBF,#000000,#BFBF3F,#FFBFBF,#FFFFBF,#BF3F3F
185979,mondrian,50,50,1.96,0.19291,#00003F,#00BFFF,#3FBFBF,#3F3FBF,#3F3F3F,#3FBFBF,#000000,#BF3F3F,#3F3FBF,#3F3F3F
186023,mondrian,50,50,1.96,16.33333,#003FFF,#FF0000,#00003F,#3F3FFF,#3F00BF,#3FBFFF,#7F3F3F,#7F003F,#BFBF7F,#00BFFF
185975,mondrian,50,50,1.96,0.10987,#BFBFBF,#3F0000,#003F3F,#3F3F3F,#3F3FBF,#3FBFBF,#3F3F3F,#00003F,#FFFFFF,#003F00
185978,mondrian,50,50,1.96,0.94231,#BFBFFF,#3F3FBF,#3F3F3F,#3FBFFF,#003F3F,#3F3F3F,#3F3FBF,#3F0000,#3F3FFF,#003F00
185982,mondrian,50,50,1.96,0.15031,#FFFFFF,#3F0000,#BFBF3F,#3F3F3F,#BFBFBF,#3F0000,#3F3F00,#BF3F3F,#FFBFBF,#3F003F
186054,mondrian,50,50,1.96,49.0,#003FFF,#FFBFBF,#FFFFFF,#BF3F00,#BFBFFF,#3F3FBF,#3FBFFF,#FFBF00,#3FBFFF,#3F3FBF
