185986,mondrian,100,100,0.99,3.96,#FFFFFF,#3F3F3F,#BFBFBF,#7F7F7F,#7F3F3F,#7F7F3F,#3F3F3F,#BFBFFF,#7F3F7F,#7F7FBF
186047,mondrian,100,100,0.99,0.05957,#BFBFFF,#3F0000,#3F3F7F,#3F3F3F,#FFFFFF,#000000,#7F3F3F,#7F7F7F,#3F3F3F,#FFBFFF
186067,mondrian,100,100,0.99,0.165,#3F0000,#BFBFFF,#3F7FBF,#7F7F3F,#3F3F3F,#7F7FFF,#000000,#FFFFFF,#FFBF7F,#7F3F00
185981,mondrian,100,100,0.99,2.60526,#7F7F7F,#7F3F3F,#BF7F3F,#BFFFFF,#7F7F3F,#3F3F3F,#BF3F00,#7F3F3F,#3F003F,#FFBF7F
186020,mondrian,100,100,0.99,0.03506,#3F3F3F,#BF7F7F,#7F3F3F,#FFFFFF,#BF7F3F,#3F3F3F,#7F7F3F,#3F3F3F,#3F3F00,#FFBF7F
186071,mondrian,100,100,0.99,0.6,#7F3F3F,#BF7F3F,#FF3F00,#FFBF7F,#000000,#7F7F3F,#7F3F00,#BF3F00,#BF7F7F,#3F3F3F
186022,mondrian,100,100,0.99,0.165,#3F3F3F,#FFFFBF,#7F7F3F,#003F00,#7F3F3F,#7F7F7F,#3F3F3F,#BFBFBF,#FFFFFF,#7F3F00
186009,mondrian,100,100,0.99,0.14623,#3F7F7F,#3F3F3F,#00003F,#7F7F7F,#3F3F3F,#7F7FBF,#3F3F7F,#3F3F3F,#003F3F,#7FBFBF
186062,mondrian,100,100,0.99,0.31529,#BF7F3F,#3F3F3F,#7F3F00,#BF7F3F,#7F003F,#FF7F00,#BF3F00,#FF7F3F,#3F3F3F,#3F3F3F
186061,mondrian,100,100,0.99,1.28571,#3F0000,#7F7F3F,#7F3F3F,#BF7F7F,#7F003F,#BF7F00,#7F3F00,#BF3F00,#FF7F3F,#FFBF7F
185983,mondrian,100,100,0.99,0.24324,#3F3F3F,#FFFFFF,#7F7FBF,#3F3F3F,#7F3F3F,#3F3F00,#7F7F7F,#BFBFBF,#003F00,#7F3F7F
186015,mondrian,100,100,0.99,0.12611,#BFBFBF,#3F0000,#7F7F3F,#FFFFFF,#3F3F00,#003F00,#7F3F3F,#7F7F7F,#BFFFFF,#3F3F3F
186038,mondrian,100,100,0.99,0.22398,#7F7F3F,#3F3F3F,#7F7F7F,#7F7FBF,#3F3F3F,#3F7F7F,#000000,#3F7FBF,#3F0000,#3F7F3F
186035,mondrian,100,100,0.99,0.0214,#BFBF7F,#003F3F,#3F3F3F,#FFFFBF,#7F7F3F,#BFBFBF,#003F3F,#3F3F3F,#FFFFFF,#7FBFBF
186002,mondrian,100,100,0.99,0.04251,#3F0000,#3F7FBF,#3F3F7F,#FFBFFF,#7F3F3F,#007FBF,#003FBF,#7F7F7F,#3F3F7F,#3F0000
185996,mondrian,100,100,0.99,0.06471,#7F3F3F,#FFFFBF,#000000,#FF7F3F,#BFFFFF,#3F3F00,#FFBF7F,#7F3F3F,#7FBFFF,#3F3F00
186019,mondrian,100,100,0.99,0.14453,#BFBF7F,#7F3F3F,#FFBFBF,#3F003F,#BF7F3F,#FFFFBF,#BFBFBF,#7F3F3F,#003F3F,#7F7F3F
186016,mondrian,100,100,0.99,0.89189,#7F7F3F,#FFBFBF,#3F0000,#BF7F3F,#FFFFFF,#BFBF7F,#BF7F7F,#7F3F3F,#7F7F7F,#FFBF7F
186033,mondrian,100,100,0.99,0.07511,#3F0000,#FFFFBF,#FFBF7F,#BF7F3F,#3F003F,#FFFFFF,#7F3F00,#FFFF7F,#FFBFBF,#7F7F3F
186048,mondrian,100,100,0.99,0.10879,#3F3F00,#BFBF3F,#7F3F3F,#FFFFBF,#3F0000,#FFBF3F,#3F3F3F,#7F7F3F,#3F0000,#FFFF3F
186006,mondrian,100,100,0.99,7.61538,#BFBF3F,#3F3F00,#FFFFBF,#7F7F3F,#BFBF7F,#7F3F00,#BF7F00,#7F7F3F,#FFBF7F,#FFBF3F
186069,mondrian,100,100,0.99,0.03452,#BF7F7F,#3F0000,#FFFFBF,#7F3F3F,#3F0000,#3F3F3F,#7F7F7F,#3F3F3F,#FFFFFF,#BFBF7F
186037,mondrian,100,100,0.99,0.15231,#7F7F7F,#3F3F00,#FFFFFF,#BFBFBF,#3F3F3F,#FFFFBF,#3F3F3F,#3F0000,#7FBFBF,#BFFFFF
186000,mondrian,100,100,0.99,0.13271,#3F3F3F,#7F7F3F,#7F7F3F,#FFFF7F,#3F3F00,#FFBF00,#BF7F00,#3F3F3F,#003F00,#7F3F00
186007,mondrian,100,100,1.0,0.08658,#3F3F3F,#FFFFFF,#7F7F7F,#3F3F00,#00003F,#BFBFBF,#7F7F3F,#7F3F3F,#3F0000,#FFFFBF
186010,mondrian,100,100,0.99,1.05319,#7F7F7F,#3F3F3F,#7F7F3F,#7F3F3F,#3F3F3F,#3F3F00,#3F0000,#BF7F3F,#7F3F3F,#3F7F7F
186011,mondrian,100,100,0.99,16.5,#7F7F7F,#FFBFBF,#BFBF7F,#3F3F3F,#BFBFBF,#FFFFBF,#7F7F3F,#3F3F3F,#BF7F7F,#7F3F3F
186040,mondrian,100,100,0.99,0.17158,#BFBF7F,#3F3F00,#7F7F3F,#3F3F00,#FFBF3F,#BF7F3F,#3F3F00,#7F3F00,#3F3F3F,#BFFFBF
186014,mondrian,100,100,0.99,0.20287,#3F3F00,#BFBF7F,#7F7F3F,#FFBFBF,#BF7F3F,#FFFFBF,#BFBFBF,#00003F,#BF7F7F,#7F3F00
186018,mondrian,100,100,0.99,0.04735,#FFBFBF,#3F3F00,#BF7F3F,#003F3F,#BFBF7F,#3F003F,#7F7F3F,#BFBFBF,#7F3F00,#FFBF7F
186021,mondrian,100,100,0.99,0.07061,#BFBF7F,#3F0000,#BFFFFF,#7F7F7F,#BFBFBF,#003F3F,#7FBFBF,#FFFFBF,#FFFFFF,#BFFFBF
185972,mondrian,100,100,0.99,0.28205,#3F3F3F,#BF7F7F,#BFBFBF,#7F3F00,#003F3F,#FFBF3F,#7F7F7F,#BFBF7F,#FFFFBF,#003F3F
185984,mondrian,100,100,0.99,0.24384,#FFBF3F,#BF0000,#000000,#BF7F00,#7F7F7F,#FFBF3F,#BFBFBF,#7F3F00,#7F3F00,#FF0000
